N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,normal
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,same
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,building minor piece
4,d6,d7d6,rnbqkbnr/ppp2ppp/3p4/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,moves pawn
5,Bb5+,f1b5,rnbqkbnr/ppp2ppp/3p4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,check
6,c6,c7c6,rnbqkbnr/pp3ppp/2pp4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,I have a habit of getting my bishop in trouble early on
7,Ba4,b5a4,rnbqkbnr/pp3ppp/2pp4/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 4,moves back
8,b5,b7b5,rnbqkbnr/p4ppp/2pp4/1p2p3/B3P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 5,moves pawn
9,Bb3,a4b3,rnbqkbnr/p4ppp/2pp4/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQK2R b KQkq - 1 5,back
10,Na6,b8a6,r1bqkbnr/p4ppp/n1pp4/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQK2R w KQkq - 2 6,first minor piece out
11,O-O,e1g1,r1bqkbnr/p4ppp/n1pp4/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 b kq - 3 6,castle
12,d5,d6d5,r1bqkbnr/p4ppp/n1p5/1p1pp3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq - 0 7,black queen is not protected
13,d3,d2d3,r1bqkbnr/p4ppp/n1p5/1p1pp3/4P3/1B1P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 7,moves pawn
14,dxe4,d5e4,r1bqkbnr/p4ppp/n1p5/1p2p3/4p3/1B1P1N2/PPP2PPP/RNBQ1RK1 w kq - 0 8,down 1
15,dxe4,d3e4,r1bqkbnr/p4ppp/n1p5/1p2p3/4P3/1B3N2/PPP2PPP/RNBQ1RK1 b kq - 0 8,dead even
16,Qxd1,d8d1,r1b1kbnr/p4ppp/n1p5/1p2p3/4P3/1B3N2/PPP2PPP/RNBq1RK1 w kq - 0 9,takes queen
17,Rxd1,f1d1,r1b1kbnr/p4ppp/n1p5/1p2p3/4P3/1B3N2/PPP2PPP/RNBR2K1 b kq - 0 9,both without most powerful  piece of the game
18,Nf6,g8f6,r1b1kb1r/p4ppp/n1p2n2/1p2p3/4P3/1B3N2/PPP2PPP/RNBR2K1 w kq - 1 10,both knights out
19,Nc3,b1c3,r1b1kb1r/p4ppp/n1p2n2/1p2p3/4P3/1BN2N2/PPP2PPP/R1BR2K1 b kq - 2 10,same both knights out
20,Nc5,a6c5,r1b1kb1r/p4ppp/2p2n2/1pn1p3/4P3/1BN2N2/PPP2PPP/R1BR2K1 w kq - 3 11,moves knight
