N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I was playing black in this second of training matches with a friend for the U 1700 section of the Chicago Open 2012.  I am a caro kann player and had let my friend borrow my theory notes for lots of variations to test me in some lines.  This game features the fantasy variation.
2,c6,c7c6,rnbqkbnr/pp1ppppp/2p5/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,The fantasy variation.
3,d4,d2d4,rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,The fantasy variation.
4,d5,d7d5,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,The fantasy variation.
5,f3,f2f3,rnbqkbnr/pp2pppp/2p5/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq - 0 3,The fantasy variation.
6,dxe4,d5e4,rnbqkbnr/pp2pppp/2p5/8/3Pp3/5P2/PPP3PP/RNBQKBNR w KQkq - 0 4,"Theory, I learned this from video lectures of GM Shankland."
7,fxe4,f3e4,rnbqkbnr/pp2pppp/2p5/8/3PP3/8/PPP3PP/RNBQKBNR b KQkq - 0 4,"Theory, I learned this from video lectures of GM Shankland."
8,e5,e7e5,rnbqkbnr/pp3ppp/2p5/4p3/3PP3/8/PPP3PP/RNBQKBNR w KQkq - 0 5,"Theory, I learned this from video lectures of GM Shankland."
9,Nf3,g1f3,rnbqkbnr/pp3ppp/2p5/4p3/3PP3/5N2/PPP3PP/RNBQKB1R b KQkq - 1 5,A good move to support the center and allow potential tricks for white. dc is possible but not recommended if white is trying for an edge.
10,Bg4,c8g4,rn1qkbnr/pp3ppp/2p5/4p3/3PP1b1/5N2/PPP3PP/RNBQKB1R w KQkq - 2 6,A good move to support the center and allow potential tricks for white. dc is possible but not recommended if white is trying for an edge.
11,c3,c2c3,rn1qkbnr/pp3ppp/2p5/4p3/3PP1b1/2P2N2/PP4PP/RNBQKB1R b KQkq - 0 6,A good move to support the center and allow potential tricks for white. dc is possible but not recommended if white is trying for an edge.
12,Nd7,b8d7,r2qkbnr/pp1n1ppp/2p5/4p3/3PP1b1/2P2N2/PP4PP/RNBQKB1R w KQkq - 1 7,"! A key move, still theory.  The idea is not to play Nf6 in the move order after c3 and Bc4 by white so that Qb3 isn't such a killer."
13,Bc4,f1c4,r2qkbnr/pp1n1ppp/2p5/4p3/2BPP1b1/2P2N2/PP4PP/RNBQK2R b KQkq - 2 7,"! A key move, still theory.  The idea is not to play Nf6 in the move order after c3 and Bc4 by white so that Qb3 isn't such a killer."
14,Bh5,g4h5,r2qkbnr/pp1n1ppp/2p5/4p2b/2BPP3/2P2N2/PP4PP/RNBQK2R w KQkq - 3 8,"! A key move, still theory.  The idea is not to play Nf6 in the move order after c3 and Bc4 by white so that Qb3 isn't such a killer."
15,O-O,e1g1,r2qkbnr/pp1n1ppp/2p5/4p2b/2BPP3/2P2N2/PP4PP/RNBQ1RK1 b kq - 4 8,On c4 after ...Bh5 the lsb was misplaced and so it retreats to add Nimzowitschian overprotection to the e4 pawn.
16,Ngf6,g8f6,r2qkb1r/pp1n1ppp/2p2n2/4p2b/2BPP3/2P2N2/PP4PP/RNBQ1RK1 w kq - 5 9,On c4 after ...Bh5 the lsb was misplaced and so it retreats to add Nimzowitschian overprotection to the e4 pawn.
17,Bd3,c4d3,r2qkb1r/pp1n1ppp/2p2n2/4p2b/3PP3/2PB1N2/PP4PP/RNBQ1RK1 b kq - 6 9,On c4 after ...Bh5 the lsb was misplaced and so it retreats to add Nimzowitschian overprotection to the e4 pawn.
18,Bd6,f8d6,r2qk2r/pp1n1ppp/2pb1n2/4p2b/3PP3/2PB1N2/PP4PP/RNBQ1RK1 w kq - 7 10,"This is theoretically black's ideal set up, and this Bg5 plan by white is a good try to maintain central tension (bishop pins attacker of e4 square, which is the tender point and target in the white camp)."
19,Qe1,d1e1,r2qk2r/pp1n1ppp/2pb1n2/4p2b/3PP3/2PB1N2/PP4PP/RNB1QRK1 b kq - 8 10,"This is theoretically black's ideal set up, and this Bg5 plan by white is a good try to maintain central tension (bishop pins attacker of e4 square, which is the tender point and target in the white camp)."
20,O-O,e8g8,r2q1rk1/pp1n1ppp/2pb1n2/4p2b/3PP3/2PB1N2/PP4PP/RNB1QRK1 w - - 9 11,"This is theoretically black's ideal set up, and this Bg5 plan by white is a good try to maintain central tension (bishop pins attacker of e4 square, which is the tender point and target in the white camp)."
21,Bg5,c1g5,r2q1rk1/pp1n1ppp/2pb1n2/4p1Bb/3PP3/2PB1N2/PP4PP/RN2QRK1 b - - 10 11,"This is theoretically black's ideal set up, and this Bg5 plan by white is a good try to maintain central tension (bishop pins attacker of e4 square, which is the tender point and target in the white camp)."
