N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,Trusted D4
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,Well this blocks the bishop but does give some support for e5
3,Bf4,c1f4,rnbqkb1r/pppppppp/5n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,Well this blocks the bishop but does give some support for e5
4,d6,d7d6,rnbqkb1r/ppp1pppp/3p1n2/8/3P1B2/8/PPP1PPPP/RN1QKBNR w KQkq - 0 3,Well this blocks the bishop but does give some support for e5
5,Nf3,g1f3,rnbqkb1r/ppp1pppp/3p1n2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,Well this blocks the bishop but does give some support for e5
6,g6,g7g6,rnbqkb1r/ppp1pp1p/3p1np1/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R w KQkq - 0 4,Well this blocks the bishop but does give some support for e5
7,Nbd2,b1d2,rnbqkb1r/ppp1pp1p/3p1np1/8/3P1B2/5N2/PPPNPPPP/R2QKB1R b KQkq - 1 4,Well this blocks the bishop but does give some support for e5
8,Bg7,f8g7,rnbqk2r/ppp1ppbp/3p1np1/8/3P1B2/5N2/PPPNPPPP/R2QKB1R w KQkq - 2 5,Well this blocks the bishop but does give some support for e5
9,c3,c2c3,rnbqk2r/ppp1ppbp/3p1np1/8/3P1B2/2P2N2/PP1NPPPP/R2QKB1R b KQkq - 0 5,Well this blocks the bishop but does give some support for e5
10,O-O,e8g8,rnbq1rk1/ppp1ppbp/3p1np1/8/3P1B2/2P2N2/PP1NPPPP/R2QKB1R w KQ - 1 6,Well this blocks the bishop but does give some support for e5
11,e3,e2e3,rnbq1rk1/ppp1ppbp/3p1np1/8/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R b KQ - 0 6,Well this blocks the bishop but does give some support for e5
12,Nbd7,b8d7,r1bq1rk1/pppnppbp/3p1np1/8/3P1B2/2P1PN2/PP1N1PPP/R2QKB1R w KQ - 1 7,Well this blocks the bishop but does give some support for e5
13,Bd3,f1d3,r1bq1rk1/pppnppbp/3p1np1/8/3P1B2/2PBPN2/PP1N1PPP/R2QK2R b KQ - 2 7,The bishop will be released via b7
