N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Ruy Lopez opening
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Ruy Lopez opening
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Ruy Lopez opening
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Ruy Lopez opening
5,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,Ruy Lopez opening
6,Bc5,f8c5,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4,Preparing for the push d4.
7,O-O,e1g1,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 5 4,Preparing for the push d4.
8,d6,d7d6,r1bqk1nr/ppp2ppp/2np4/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 5,Preparing for the push d4.
9,c3,c2c3,r1bqk1nr/ppp2ppp/2np4/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq - 0 5,Preparing for the push d4.
10,Bd7,c8d7,r2qk1nr/pppb1ppp/2np4/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 w kq - 1 6,Gaining control of the center.
11,d4,d2d4,r2qk1nr/pppb1ppp/2np4/1Bb1p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 b kq - 0 6,Gaining control of the center.
12,exd4,e5d4,r2qk1nr/pppb1ppp/2np4/1Bb5/3pP3/2P2N2/PP3PPP/RNBQ1RK1 w kq - 0 7,The attack on black's king begins with this pawn thrust.
13,cxd4,c3d4,r2qk1nr/pppb1ppp/2np4/1Bb5/3PP3/5N2/PP3PPP/RNBQ1RK1 b kq - 0 7,The attack on black's king begins with this pawn thrust.
14,Bb6,c5b6,r2qk1nr/pppb1ppp/1bnp4/1B6/3PP3/5N2/PP3PPP/RNBQ1RK1 w kq - 1 8,The attack on black's king begins with this pawn thrust.
15,Nc3,b1c3,r2qk1nr/pppb1ppp/1bnp4/1B6/3PP3/2N2N2/PP3PPP/R1BQ1RK1 b kq - 2 8,The attack on black's king begins with this pawn thrust.
16,Nf6,g8f6,r2qk2r/pppb1ppp/1bnp1n2/1B6/3PP3/2N2N2/PP3PPP/R1BQ1RK1 w kq - 3 9,The attack on black's king begins with this pawn thrust.
17,e5,e4e5,r2qk2r/pppb1ppp/1bnp1n2/1B2P3/3P4/2N2N2/PP3PPP/R1BQ1RK1 b kq - 0 9,The attack on black's king begins with this pawn thrust.
18,dxe5,d6e5,r2qk2r/pppb1ppp/1bn2n2/1B2p3/3P4/2N2N2/PP3PPP/R1BQ1RK1 w kq - 0 10,"I think Ne7 or Qc8 would have been better here.  The computer sees nothing wrong with this move, though it gives white a slight advantage."
19,dxe5,d4e5,r2qk2r/pppb1ppp/1bn2n2/1B2P3/8/2N2N2/PP3PPP/R1BQ1RK1 b kq - 0 10,"I think Ne7 or Qc8 would have been better here.  The computer sees nothing wrong with this move, though it gives white a slight advantage."
20,Ng4,f6g4,r2qk2r/pppb1ppp/1bn5/1B2P3/6n1/2N2N2/PP3PPP/R1BQ1RK1 w kq - 1 11,"I think Ne7 or Qc8 would have been better here.  The computer sees nothing wrong with this move, though it gives white a slight advantage."
21,Bg5,c1g5,r2qk2r/pppb1ppp/1bn5/1B2P1B1/6n1/2N2N2/PP3PPP/R2Q1RK1 b kq - 2 11,"I think Ne7 or Qc8 would have been better here.  The computer sees nothing wrong with this move, though it gives white a slight advantage."
22,f6,f7f6,r2qk2r/pppb2pp/1bn2p2/1B2P1B1/6n1/2N2N2/PP3PPP/R2Q1RK1 w kq - 0 12,"I think Ne7 or Qc8 would have been better here.  The computer sees nothing wrong with this move, though it gives white a slight advantage."
23,exf6,e5f6,r2qk2r/pppb2pp/1bn2P2/1B4B1/6n1/2N2N2/PP3PPP/R2Q1RK1 b kq - 0 12,"The computer doesn't like this one.  It suggests: Best: +1.96 » … gxf6 12.  Bf4  O-O  13. Qd5+ Kh8  14. Rad1 Be8  15. h3 Qxd5  16. Nxd5 Nge5  17. Nxe5 Nxe5  18. Nxb6 Bxb5  19. Nxa8 Bxf1  20. Nxc7.

The suggested line leaves white up a pawn."
24,Nxf6,g4f6,r2qk2r/pppb2pp/1bn2n2/1B4B1/8/2N2N2/PP3PPP/R2Q1RK1 w kq - 0 13,"The computer doesn't like this one.  It suggests: Best: +1.96 » … gxf6 12.  Bf4  O-O  13. Qd5+ Kh8  14. Rad1 Be8  15. h3 Qxd5  16. Nxd5 Nge5  17. Nxe5 Nxe5  18. Nxb6 Bxb5  19. Nxa8 Bxf1  20. Nxc7.

The suggested line leaves white up a pawn."
25,Re1+,f1e1,r2qk2r/pppb2pp/1bn2n2/1B4B1/8/2N2N2/PP3PPP/R2QR1K1 b kq - 1 13,"Once again, I believe Ne7 would have been a better counter.  The computer disagrees.
Best: +2.89 » … Kf8 13.  Nd5  h6  14. Bh4 Bg4  15. Nxf6 Qxd1  16. Rexd1 gxf6  17. Bxc6 bxc6  18. Bxf6 Bxf3  19. Bxh8 Bxd1  20. Rxd1
If anybody can tell me why 13...Ne7 is bad, please, I need the help."
26,Kf7,e8f7,r2q3r/pppb1kpp/1bn2n2/1B4B1/8/2N2N2/PP3PPP/R2QR1K1 w - - 2 14,"Once again, I believe Ne7 would have been a better counter.  The computer disagrees.
Best: +2.89 » … Kf8 13.  Nd5  h6  14. Bh4 Bg4  15. Nxf6 Qxd1  16. Rexd1 gxf6  17. Bxc6 bxc6  18. Bxf6 Bxf3  19. Bxh8 Bxd1  20. Rxd1
If anybody can tell me why 13...Ne7 is bad, please, I need the help."
27,Bc4+,b5c4,r2q3r/pppb1kpp/1bn2n2/6B1/2B5/2N2N2/PP3PPP/R2QR1K1 b - - 3 14,"Even though this move sets up a deadly attack by white, I understand why black played this move.  It seems that there is no immediate threats that white can make against black's king.  It took me a while to find my 15th move.
Computer suggests: Best: +6.08 » … Kf8 14.  Nd5  Be8  15. Nxf6 Qxd1  16. Raxd1 Bf7  17. Nd7+ Kg8  18. Nxb6 axb6  19. Bxf7+ Kxf7  20. Rd7+ Kg6  21. Rxc7 Rxa2"
28,Kg6,f7g6,r2q3r/pppb2pp/1bn2nk1/6B1/2B5/2N2N2/PP3PPP/R2QR1K1 w - - 4 15,"Even though this move sets up a deadly attack by white, I understand why black played this move.  It seems that there is no immediate threats that white can make against black's king.  It took me a while to find my 15th move.
Computer suggests: Best: +6.08 » … Kf8 14.  Nd5  Be8  15. Nxf6 Qxd1  16. Raxd1 Bf7  17. Nd7+ Kg8  18. Nxb6 axb6  19. Bxf7+ Kxf7  20. Rd7+ Kg6  21. Rxc7 Rxa2"
29,Nd5,c3d5,r2q3r/pppb2pp/1bn2nk1/3N2B1/2B5/5N2/PP3PPP/R2QR1K1 b - - 5 15,"Now, no matter blacks move, white wins at least a piece."
30,h6,h7h6,r2q3r/pppb2p1/1bn2nkp/3N2B1/2B5/5N2/PP3PPP/R2QR1K1 w - - 0 16,"And this move allows the forced mate.  I would have suggested 15...Be6 for black.  After 16 Nf4+ Kf7 17. Bxe6+ Kf8, black seems to have a respite from the attack.

Computer disagrees again: Best: +12.61 » … Bxf2+ 15.  Kxf2  Ng4+  16. Kg3 Qxg5  17. Nxg5 Nge5  18. Nf3 Nxf3  19. Qxf3 Rhe8  20. Bd3+ Kh6  21. Qf4+ g5  22. Qxc7
Though this leaves black down a queen."
31,Nf4+,d5f4,r2q3r/pppb2p1/1bn2nkp/6B1/2B2N2/5N2/PP3PPP/R2QR1K1 b - - 1 16,Black can only delay the inevitable.  1-0.
32,Kh7,g6h7,r2q3r/pppb2pk/1bn2n1p/6B1/2B2N2/5N2/PP3PPP/R2QR1K1 w - - 2 17,Black can only delay the inevitable.  1-0.
33,Qd3+,d1d3,r2q3r/pppb2pk/1bn2n1p/6B1/2B2N2/3Q1N2/PP3PPP/R3R1K1 b - - 3 17,Black can only delay the inevitable.  1-0.
