N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,The queens gambit accepted.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,The queens gambit accepted.
3,c4,c2c4,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,The queens gambit accepted.
4,dxc4,d5c4,rnbqkbnr/ppp1pppp/8/8/2pP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,The queens gambit accepted.
5,Nf3,g1f3,rnbqkbnr/ppp1pppp/8/8/2pP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,"Not a common move, 4...e6 is the main move."
6,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 2 4,"Not a common move, 4...e6 is the main move."
7,e3,e2e3,rnbqkb1r/ppp1pppp/5n2/8/2pP4/4PN2/PP3PPP/RNBQKB1R b KQkq - 0 4,"Not a common move, 4...e6 is the main move."
8,Bg4,c8g4,rn1qkb1r/ppp1pppp/5n2/8/2pP2b1/4PN2/PP3PPP/RNBQKB1R w KQkq - 1 5,"Not a common move, 4...e6 is the main move."
9,Bxc4,f1c4,rn1qkb1r/ppp1pppp/5n2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R b KQkq - 0 5,A loss of time as black may not be able to play e6-e5 now.
10,e6,e7e6,rn1qkb1r/ppp2ppp/4pn2/8/2BP2b1/4PN2/PP3PPP/RNBQK2R w KQkq - 0 6,A loss of time as black may not be able to play e6-e5 now.
11,h3,h2h3,rn1qkb1r/ppp2ppp/4pn2/8/2BP2b1/4PN1P/PP3PP1/RNBQK2R b KQkq - 0 6,A loss of time as black may not be able to play e6-e5 now.
12,Bh5,g4h5,rn1qkb1r/ppp2ppp/4pn2/7b/2BP4/4PN1P/PP3PP1/RNBQK2R w KQkq - 1 7,A loss of time as black may not be able to play e6-e5 now.
13,Nc3,b1c3,rn1qkb1r/ppp2ppp/4pn2/7b/2BP4/2N1PN1P/PP3PP1/R1BQK2R b KQkq - 2 7,A loss of time as black may not be able to play e6-e5 now.
14,c6,c7c6,rn1qkb1r/pp3ppp/2p1pn2/7b/2BP4/2N1PN1P/PP3PP1/R1BQK2R w KQkq - 0 8,A loss of time as black may not be able to play e6-e5 now.
