N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,I did these moves to free my bishops.
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,I did these moves to free my bishops.
3,d4,d2d4,rnbqkbnr/pppp1ppp/8/4p3/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2,I did these moves to free my bishops.
4,Nf6,g8f6,rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,Now we have a pawn less
5,dxe5,d4e5,rnbqkb1r/pppp1ppp/5n2/4P3/4P3/8/PPP2PPP/RNBQKBNR b KQkq - 0 3,Now we have a pawn less
6,Nxe4,f6e4,rnbqkb1r/pppp1ppp/8/4P3/4n3/8/PPP2PPP/RNBQKBNR w KQkq - 0 4,Now we have a pawn less
7,Nd2,b1d2,rnbqkb1r/pppp1ppp/8/4P3/4n3/8/PPPN1PPP/R1BQKBNR b KQkq - 1 4,I attack the knight...
8,Nc5,e4c5,rnbqkb1r/pppp1ppp/8/2n1P3/8/8/PPPN1PPP/R1BQKBNR w KQkq - 2 5,...but he moves it away.
9,Bc4,f1c4,rnbqkb1r/pppp1ppp/8/2n1P3/2B5/8/PPPN1PPP/R1BQK1NR b KQkq - 3 5,Now I unleash one bishop...
10,d6,d7d6,rnbqkb1r/ppp2ppp/3p4/2n1P3/2B5/8/PPPN1PPP/R1BQK1NR w KQkq - 0 6,..and line up a checkmate...
11,Qf3,d1f3,rnbqkb1r/ppp2ppp/3p4/2n1P3/2B5/5Q2/PPPN1PPP/R1B1K1NR b KQkq - 1 6,..and line up a checkmate...
12,f6,f7f6,rnbqkb1r/ppp3pp/3p1p2/2n1P3/2B5/5Q2/PPPN1PPP/R1B1K1NR w KQkq - 0 7,...but my opponent is wise ito this.
13,exf6,e5f6,rnbqkb1r/ppp3pp/3p1P2/2n5/2B5/5Q2/PPPN1PPP/R1B1K1NR b KQkq - 0 7,"Now that the queens are out of the way, I have isolated a pawn."
14,Qxf6,d8f6,rnb1kb1r/ppp3pp/3p1q2/2n5/2B5/5Q2/PPPN1PPP/R1B1K1NR w KQkq - 0 8,"Now that the queens are out of the way, I have isolated a pawn."
15,Qxf6,f3f6,rnb1kb1r/ppp3pp/3p1Q2/2n5/2B5/8/PPPN1PPP/R1B1K1NR b KQkq - 0 8,"Now that the queens are out of the way, I have isolated a pawn."
16,gxf6,g7f6,rnb1kb1r/ppp4p/3p1p2/2n5/2B5/8/PPPN1PPP/R1B1K1NR w KQkq - 0 9,"Now that the queens are out of the way, I have isolated a pawn."
17,b3,b2b3,rnb1kb1r/ppp4p/3p1p2/2n5/2B5/1P6/P1PN1PPP/R1B1K1NR b KQkq - 0 9,Now I give my bishop freedom from the left hand side...
18,b6,b7b6,rnb1kb1r/p1p4p/1p1p1p2/2n5/2B5/1P6/P1PN1PPP/R1B1K1NR w KQkq - 0 10,...and its twin attacks the rook...
19,Bd5,c4d5,rnb1kb1r/p1p4p/1p1p1p2/2nB4/8/1P6/P1PN1PPP/R1B1K1NR b KQkq - 1 10,...and its twin attacks the rook...
20,Nb7,c5b7,rnb1kb1r/pnp4p/1p1p1p2/3B4/8/1P6/P1PN1PPP/R1B1K1NR w KQkq - 2 11,...but my opponent uses his knight as a shield.
21,Bb2,c1b2,rnb1kb1r/pnp4p/1p1p1p2/3B4/8/1P6/PBPN1PPP/R3K1NR b KQkq - 3 11,Now I unleash the other bishop...
22,c6,c7c6,rnb1kb1r/pn5p/1ppp1p2/3B4/8/1P6/PBPN1PPP/R3K1NR w KQkq - 0 12,"...and attack the other rook, trapping it."
23,Bxf6,b2f6,rnb1kb1r/pn5p/1ppp1B2/3B4/8/1P6/P1PN1PPP/R3K1NR b KQkq - 0 12,"...and attack the other rook, trapping it."
24,Rg8,h8g8,rnb1kbr1/pn5p/1ppp1B2/3B4/8/1P6/P1PN1PPP/R3K1NR w KQq - 1 13,"Now I remove the rook, giving me a foothold..."
25,Bxg8,d5g8,rnb1kbB1/pn5p/1ppp1B2/8/8/1P6/P1PN1PPP/R3K1NR b KQq - 0 13,"Now I remove the rook, giving me a foothold..."
26,d5,d6d5,rnb1kbB1/pn5p/1pp2B2/3p4/8/1P6/P1PN1PPP/R3K1NR w KQq - 0 14,"...and snaffle another pawn, for good measure, opening up my right-hand side."
27,Bxh7,g8h7,rnb1kb2/pn5B/1pp2B2/3p4/8/1P6/P1PN1PPP/R3K1NR b KQq - 0 14,"...and snaffle another pawn, for good measure, opening up my right-hand side."
28,Be6,c8e6,rn2kb2/pn5B/1pp1bB2/3p4/8/1P6/P1PN1PPP/R3K1NR w KQq - 1 15,Now I unleash my other knight...
29,Ngf3,g1f3,rn2kb2/pn5B/1pp1bB2/3p4/8/1P3N2/P1PN1PPP/R3K2R b KQq - 2 15,Now I unleash my other knight...
30,Nd7,b8d7,r3kb2/pn1n3B/1pp1bB2/3p4/8/1P3N2/P1PN1PPP/R3K2R w KQq - 3 16,...and my opponent does the same.
31,Bg6+,h7g6,r3kb2/pn1n4/1pp1bBB1/3p4/8/1P3N2/P1PN1PPP/R3K2R b KQq - 4 16,Now my opponent has no choice but to block here...
32,Bf7,e6f7,r3kb2/pn1n1b2/1pp2BB1/3p4/8/1P3N2/P1PN1PPP/R3K2R w KQq - 5 17,...and loses his bishop...
33,Bxf7+,g6f7,r3kb2/pn1n1B2/1pp2B2/3p4/8/1P3N2/P1PN1PPP/R3K2R b KQq - 0 17,...and loses his bishop...
34,Kxf7,e8f7,r4b2/pn1n1k2/1pp2B2/3p4/8/1P3N2/P1PN1PPP/R3K2R w KQ - 0 18,"...in exchange for mine, creating more space."
