N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,usually in this variation 7.e3 is played.
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 1 2,usually in this variation 7.e3 is played.
3,c4,c2c4,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2,usually in this variation 7.e3 is played.
4,e6,e7e6,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,usually in this variation 7.e3 is played.
5,Nf3,g1f3,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3,usually in this variation 7.e3 is played.
6,b6,b7b6,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4,usually in this variation 7.e3 is played.
7,Nc3,b1c3,rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq - 1 4,usually in this variation 7.e3 is played.
8,Bb7,c8b7,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5,usually in this variation 7.e3 is played.
9,a3,a2a3,rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 0 5,usually in this variation 7.e3 is played.
10,d5,d7d5,rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 6,usually in this variation 7.e3 is played.
11,cxd5,c4d5,rn1qkb1r/pbp2ppp/1p2pn2/3P4/3P4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq - 0 6,usually in this variation 7.e3 is played.
12,Nxd5,f6d5,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq - 0 7,usually in this variation 7.e3 is played.
13,Qc2,d1c2,rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq - 1 7,usually in this variation 7.e3 is played.
14,c5,c7c5,rn1qkb1r/pb3ppp/1p2p3/2pn4/3P4/P1N2N2/1PQ1PPPP/R1B1KB1R w KQkq - 0 8,usually played here 7...Be7 with the idea of 0-0.
15,e4,e2e4,rn1qkb1r/pb3ppp/1p2p3/2pn4/3PP3/P1N2N2/1PQ2PPP/R1B1KB1R b KQkq - 0 8,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
16,Nxc3,d5c3,rn1qkb1r/pb3ppp/1p2p3/2p5/3PP3/P1n2N2/1PQ2PPP/R1B1KB1R w KQkq - 0 9,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
17,bxc3,b2c3,rn1qkb1r/pb3ppp/1p2p3/2p5/3PP3/P1P2N2/2Q2PPP/R1B1KB1R b KQkq - 0 9,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
18,Nc6,b8c6,r2qkb1r/pb3ppp/1pn1p3/2p5/3PP3/P1P2N2/2Q2PPP/R1B1KB1R w KQkq - 1 10,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
19,Bb2,c1b2,r2qkb1r/pb3ppp/1pn1p3/2p5/3PP3/P1P2N2/1BQ2PPP/R3KB1R b KQkq - 2 10,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
20,Rc8,a8c8,2rqkb1r/pb3ppp/1pn1p3/2p5/3PP3/P1P2N2/1BQ2PPP/R3KB1R w KQk - 3 11,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
21,Rd1,a1d1,2rqkb1r/pb3ppp/1pn1p3/2p5/3PP3/P1P2N2/1BQ2PPP/3RKB1R b Kk - 4 11,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
22,cxd4,c5d4,2rqkb1r/pb3ppp/1pn1p3/8/3pP3/P1P2N2/1BQ2PPP/3RKB1R w Kk - 0 12,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
23,cxd4,c3d4,2rqkb1r/pb3ppp/1pn1p3/8/3PP3/P4N2/1BQ2PPP/3RKB1R b Kk - 0 12,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
24,a6,a7a6,2rqkb1r/1b3ppp/ppn1p3/8/3PP3/P4N2/1BQ2PPP/3RKB1R w Kk - 0 13,not 12...Nxd4?.13.Qa4+ and black loses a piece . and if 12...Nb4.13.Bb5+-Nc6.14.d5 and black loses apiece .
25,Qd2,c2d2,2rqkb1r/1b3ppp/ppn1p3/8/3PP3/P4N2/1B1Q1PPP/3RKB1R b Kk - 1 13,"in this position white have big advantange , and the strange thing is that the intrnationl master Morey cant do  nothing about it , even moves like 15...Nc4.16.Bxc4-Rxc4.17.0-0.... or 15...Qe7+.16.Be2-Nc4.17.d6! now white getting material advantage ."
26,Na5,c6a5,2rqkb1r/1b3ppp/pp2p3/n7/3PP3/P4N2/1B1Q1PPP/3RKB1R w Kk - 2 14,"in this position white have big advantange , and the strange thing is that the intrnationl master Morey cant do  nothing about it , even moves like 15...Nc4.16.Bxc4-Rxc4.17.0-0.... or 15...Qe7+.16.Be2-Nc4.17.d6! now white getting material advantage ."
27,d5,d4d5,2rqkb1r/1b3ppp/pp2p3/n2P4/4P3/P4N2/1B1Q1PPP/3RKB1R b Kk - 0 14,"in this position white have big advantange , and the strange thing is that the intrnationl master Morey cant do  nothing about it , even moves like 15...Nc4.16.Bxc4-Rxc4.17.0-0.... or 15...Qe7+.16.Be2-Nc4.17.d6! now white getting material advantage ."
