N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,might have been a little early
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,might have been a little early
3,Nc3,b1c3,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR b KQkq - 1 2,might have been a little early
4,Nc6,b8c6,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq - 2 3,might have been a little early
5,Bg5,c1g5,r1bqkbnr/ppp1pppp/2n5/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR b KQkq - 3 3,might have been a little early
6,f6,f7f6,r1bqkbnr/ppp1p1pp/2n2p2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 4,had to bring the other bishop out
7,Bh4,g5h4,r1bqkbnr/ppp1p1pp/2n2p2/3p4/3P3B/2N5/PPP1PPPP/R2QKBNR b KQkq - 1 4,had to bring the other bishop out
8,g5,g7g5,r1bqkbnr/ppp1p2p/2n2p2/3p2p1/3P3B/2N5/PPP1PPPP/R2QKBNR w KQkq - 0 5,had to bring the other bishop out
9,Bg3,h4g3,r1bqkbnr/ppp1p2p/2n2p2/3p2p1/3P4/2N3B1/PPP1PPPP/R2QKBNR b KQkq - 1 5,had to bring the other bishop out
10,Nh6,g8h6,r1bqkb1r/ppp1p2p/2n2p1n/3p2p1/3P4/2N3B1/PPP1PPPP/R2QKBNR w KQkq - 2 6,had to bring the other bishop out
11,e3,e2e3,r1bqkb1r/ppp1p2p/2n2p1n/3p2p1/3P4/2N1P1B1/PPP2PPP/R2QKBNR b KQkq - 0 6,had to bring the other bishop out
12,Ng4,h6g4,r1bqkb1r/ppp1p2p/2n2p2/3p2p1/3P2n1/2N1P1B1/PPP2PPP/R2QKBNR w KQkq - 1 7,i do not the knight there
13,h3,h2h3,r1bqkb1r/ppp1p2p/2n2p2/3p2p1/3P2n1/2N1P1BP/PPP2PP1/R2QKBNR b KQkq - 0 7,thats better
14,Nh6,g4h6,r1bqkb1r/ppp1p2p/2n2p1n/3p2p1/3P4/2N1P1BP/PPP2PP1/R2QKBNR w KQkq - 1 8,thats better
15,Qh5+,d1h5,r1bqkb1r/ppp1p2p/2n2p1n/3p2pQ/3P4/2N1P1BP/PPP2PP1/R3KBNR b KQkq - 2 8,"ok even better, now its pinned"
16,Nf7,h6f7,r1bqkb1r/ppp1pn1p/2n2p2/3p2pQ/3P4/2N1P1BP/PPP2PP1/R3KBNR w KQkq - 3 9,"ok even better, now its pinned"
17,a3,a2a3,r1bqkb1r/ppp1pn1p/2n2p2/3p2pQ/3P4/P1N1P1BP/1PP2PP1/R3KBNR b KQkq - 0 9,to stop Nb4
18,Bf5,c8f5,r2qkb1r/ppp1pn1p/2n2p2/3p1bpQ/3P4/P1N1P1BP/1PP2PP1/R3KBNR w KQkq - 1 10,had to protect c2
19,O-O-O,e1c1,r2qkb1r/ppp1pn1p/2n2p2/3p1bpQ/3P4/P1N1P1BP/1PP2PP1/2KR1BNR b kq - 2 10,had to protect c2
20,Qd7,d8d7,r3kb1r/pppqpn1p/2n2p2/3p1bpQ/3P4/P1N1P1BP/1PP2PP1/2KR1BNR w kq - 3 11,and he locks me out
21,Qe2,h5e2,r3kb1r/pppqpn1p/2n2p2/3p1bp1/3P4/P1N1P1BP/1PP1QPP1/2KR1BNR b kq - 4 11,and he locks me out
22,g4,g5g4,r3kb1r/pppqpn1p/2n2p2/3p1b2/3P2p1/P1N1P1BP/1PP1QPP1/2KR1BNR w kq - 0 12,and he locks me out
23,hxg4,h3g4,r3kb1r/pppqpn1p/2n2p2/3p1b2/3P2P1/P1N1P1B1/1PP1QPP1/2KR1BNR b kq - 0 12,i though about trading the knight off but decided against it
24,Bxg4,f5g4,r3kb1r/pppqpn1p/2n2p2/3p4/3P2b1/P1N1P1B1/1PP1QPP1/2KR1BNR w kq - 0 13,i though about trading the knight off but decided against it
25,f3,f2f3,r3kb1r/pppqpn1p/2n2p2/3p4/3P2b1/P1N1PPB1/1PP1Q1P1/2KR1BNR b kq - 0 13,i though about trading the knight off but decided against it
26,Be6,g4e6,r3kb1r/pppqpn1p/2n1bp2/3p4/3P4/P1N1PPB1/1PP1Q1P1/2KR1BNR w kq - 1 14,i though about trading the knight off but decided against it
27,Qd2,e2d2,r3kb1r/pppqpn1p/2n1bp2/3p4/3P4/P1N1PPB1/1PPQ2P1/2KR1BNR b kq - 2 14,i though about trading the knight off but decided against it
28,Nd6,f7d6,r3kb1r/pppqp2p/2nnbp2/3p4/3P4/P1N1PPB1/1PPQ2P1/2KR1BNR w kq - 3 15,i though about trading the knight off but decided against it
29,Bd3,f1d3,r3kb1r/pppqp2p/2nnbp2/3p4/3P4/P1NBPPB1/1PPQ2P1/2KR2NR b kq - 4 15,nice fork i though
30,O-O-O,e8c8,2kr1b1r/pppqp2p/2nnbp2/3p4/3P4/P1NBPPB1/1PPQ2P1/2KR2NR w - - 5 16,nice fork i though
31,e4,e3e4,2kr1b1r/pppqp2p/2nnbp2/3p4/3PP3/P1NB1PB1/1PPQ2P1/2KR2NR b - - 0 16,nice fork i though
32,Nc4,d6c4,2kr1b1r/pppqp2p/2n1bp2/3p4/2nPP3/P1NB1PB1/1PPQ2P1/2KR2NR w - - 1 17,nice fork i though
33,Bxc4,d3c4,2kr1b1r/pppqp2p/2n1bp2/3p4/2BPP3/P1N2PB1/1PPQ2P1/2KR2NR b - - 0 17,nice fork i though
34,dxc4,d5c4,2kr1b1r/pppqp2p/2n1bp2/8/2pPP3/P1N2PB1/1PPQ2P1/2KR2NR w - - 0 18,nice fork i though
35,d5,d4d5,2kr1b1r/pppqp2p/2n1bp2/3P4/2p1P3/P1N2PB1/1PPQ2P1/2KR2NR b - - 0 18,nice fork i though
36,Ne5,c6e5,2kr1b1r/pppqp2p/4bp2/3Pn3/2p1P3/P1N2PB1/1PPQ2P1/2KR2NR w - - 1 19,i relized my fork was bad for me
37,Bxe5,g3e5,2kr1b1r/pppqp2p/4bp2/3PB3/2p1P3/P1N2P2/1PPQ2P1/2KR2NR b - - 0 19,i relized my fork was bad for me
38,fxe5,f6e5,2kr1b1r/pppqp2p/4b3/3Pp3/2p1P3/P1N2P2/1PPQ2P1/2KR2NR w - - 0 20,but it worked out ok
39,dxe6,d5e6,2kr1b1r/pppqp2p/4P3/4p3/2p1P3/P1N2P2/1PPQ2P1/2KR2NR b - - 0 20,but it worked out ok
40,Qxd2+,d7d2,2kr1b1r/ppp1p2p/4P3/4p3/2p1P3/P1N2P2/1PPq2P1/2KR2NR w - - 0 21,but it worked out ok
41,Rxd2,d1d2,2kr1b1r/ppp1p2p/4P3/4p3/2p1P3/P1N2P2/1PPR2P1/2K3NR b - - 0 21,but it worked out ok
42,Re8,d8e8,2k1rb1r/ppp1p2p/4P3/4p3/2p1P3/P1N2P2/1PPR2P1/2K3NR w - - 1 22,but it worked out ok
43,Rd5,d2d5,2k1rb1r/ppp1p2p/4P3/3Rp3/2p1P3/P1N2P2/1PP3P1/2K3NR b - - 2 22,want to avoid being checked
44,Bg7,f8g7,2k1r2r/ppp1p1bp/4P3/3Rp3/2p1P3/P1N2P2/1PP3P1/2K3NR w - - 3 23,want to avoid being checked
45,Rc5,d5c5,2k1r2r/ppp1p1bp/4P3/2R1p3/2p1P3/P1N2P2/1PP3P1/2K3NR b - - 4 23,want to avoid being checked
46,Red8,e8d8,2kr3r/ppp1p1bp/4P3/2R1p3/2p1P3/P1N2P2/1PP3P1/2K3NR w - - 5 24,want to avoid being checked
