N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Nice opening
2,e5,e7e5,rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Nice opening
3,Nf3,g1f3,rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,Nice opening
4,Nc6,b8c6,r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,Nice opening
5,Bb5,f1b5,r1bqkbnr/pppp1ppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,A common move
6,d6,d7d6,r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,Exchange pieces
7,Nc3,b1c3,r1bqkbnr/ppp2ppp/2np4/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,Exchange pieces
8,a6,a7a6,r1bqkbnr/1pp2ppp/p1np4/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 5,Exchange pieces
9,Bxc6+,b5c6,r1bqkbnr/1pp2ppp/p1Bp4/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 0 5,Exchange pieces
10,bxc6,b7c6,r1bqkbnr/2p2ppp/p1pp4/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 0 6,Exchange pieces
11,d4,d2d4,r1bqkbnr/2p2ppp/p1pp4/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 6,"King with open window, i didnt like it"
12,f6,f7f6,r1bqkbnr/2p3pp/p1pp1p2/4p3/3PP3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 7,"King with open window, i didnt like it"
13,dxe5,d4e5,r1bqkbnr/2p3pp/p1pp1p2/4P3/4P3/2N2N2/PPP2PPP/R1BQK2R b KQkq - 0 7,"King with open window, i didnt like it"
14,fxe5,f6e5,r1bqkbnr/2p3pp/p1pp4/4p3/4P3/2N2N2/PPP2PPP/R1BQK2R w KQkq - 0 8,"King with open window, i didnt like it"
15,Bg5,c1g5,r1bqkbnr/2p3pp/p1pp4/4p1B1/4P3/2N2N2/PPP2PPP/R2QK2R b KQkq - 1 8,Kind of jail filling
16,Be7,f8e7,r1bqk1nr/2p1b1pp/p1pp4/4p1B1/4P3/2N2N2/PPP2PPP/R2QK2R w KQkq - 2 9,Kind of jail filling
17,h4,h2h4,r1bqk1nr/2p1b1pp/p1pp4/4p1B1/4P2P/2N2N2/PPP2PP1/R2QK2R b KQkq - 0 9,So better getting softer
18,Bxg5,e7g5,r1bqk1nr/2p3pp/p1pp4/4p1b1/4P2P/2N2N2/PPP2PP1/R2QK2R w KQkq - 0 10,So better getting softer
19,Nxg5,f3g5,r1bqk1nr/2p3pp/p1pp4/4p1N1/4P2P/2N5/PPP2PP1/R2QK2R b KQkq - 0 10,"Now´s my turn, Irregular business all over the table"
20,h6,h7h6,r1bqk1nr/2p3p1/p1pp3p/4p1N1/4P2P/2N5/PPP2PP1/R2QK2R w KQkq - 0 11,"Now´s my turn, Irregular business all over the table"
21,Nf3,g5f3,r1bqk1nr/2p3p1/p1pp3p/4p3/4P2P/2N2N2/PPP2PP1/R2QK2R b KQkq - 1 11,"Now´s my turn, Irregular business all over the table"
22,Bg4,c8g4,r2qk1nr/2p3p1/p1pp3p/4p3/4P1bP/2N2N2/PPP2PP1/R2QK2R w KQkq - 2 12,"Now´s my turn, Irregular business all over the table"
