N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,d4,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,I think this is king pawn opening
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,same
3,Nf3,g1f3,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 1 2,next fpr moves will be moving of the kinghts
4,Nf6,g8f6,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 2 3,same
5,Nc3,b1c3,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 3 3,same
6,Nc6,b8c6,r1bqkb1r/ppp1pppp/2n2n2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 4 4,same
7,a4,a2a4,r1bqkb1r/ppp1pppp/2n2n2/3p4/P2P4/2N2N2/1PP1PPPP/R1BQKB1R b KQkq - 0 4,moves end pawn
8,a5,a7a5,r1bqkb1r/1pp1pppp/2n2n2/p2p4/P2P4/2N2N2/1PP1PPPP/R1BQKB1R w KQkq - 0 5,blocks the pawn from moving forward
9,e3,e2e3,r1bqkb1r/1pp1pppp/2n2n2/p2p4/P2P4/2N1PN2/1PP2PPP/R1BQKB1R b KQkq - 0 5,moves pawn
10,g6,g7g6,r1bqkb1r/1pp1pp1p/2n2np1/p2p4/P2P4/2N1PN2/1PP2PPP/R1BQKB1R w KQkq - 0 6,pawn
11,e4,e3e4,r1bqkb1r/1pp1pp1p/2n2np1/p2p4/P2PP3/2N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 6,same
12,h5,h7h5,r1bqkb1r/1pp1pp2/2n2np1/p2p3p/P2PP3/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 7,same
13,Bb5,f1b5,r1bqkb1r/1pp1pp2/2n2np1/pB1p3p/P2PP3/2N2N2/1PP2PPP/R1BQK2R b KQkq - 1 7,moves first bishop
14,Bd7,c8d7,r2qkb1r/1ppbpp2/2n2np1/pB1p3p/P2PP3/2N2N2/1PP2PPP/R1BQK2R w KQkq - 2 8,moves bishop so my king is safe
15,exd5,e4d5,r2qkb1r/1ppbpp2/2n2np1/pB1P3p/P2P4/2N2N2/1PP2PPP/R1BQK2R b KQkq - 0 8,pawn
16,Bg7,f8g7,r2qk2r/1ppbppb1/2n2np1/pB1P3p/P2P4/2N2N2/1PP2PPP/R1BQK2R w KQkq - 1 9,all minor pieces out
17,dxc6,d5c6,r2qk2r/1ppbppb1/2P2np1/pB5p/P2P4/2N2N2/1PP2PPP/R1BQK2R b KQkq - 0 9,in a hole
18,bxc6,b7c6,r2qk2r/2pbppb1/2p2np1/pB5p/P2P4/2N2N2/1PP2PPP/R1BQK2R w KQkq - 0 10,takes pawn
19,Bg5,c1g5,r2qk2r/2pbppb1/2p2np1/pB4Bp/P2P4/2N2N2/1PP2PPP/R2QK2R b KQkq - 1 10,even in minor pieces
20,cxb5,c6b5,r2qk2r/2pbppb1/5np1/pp4Bp/P2P4/2N2N2/1PP2PPP/R2QK2R w KQkq - 0 11,back to 0
