N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,"If not many people play it, it may be because it is not good"
2,e6,e7e6,rnbqkbnr/pppp1ppp/4p3/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,"If not many people play it, it may be because it is not good"
3,f4,f2f4,rnbqkbnr/pppp1ppp/4p3/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,"If not many people play it, it may be because it is not good"
4,d5,d7d5,rnbqkbnr/ppp2ppp/4p3/3p4/4PP2/8/PPPP2PP/RNBQKBNR w KQkq - 0 3,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
5,exd5,e4d5,rnbqkbnr/ppp2ppp/4p3/3P4/5P2/8/PPPP2PP/RNBQKBNR b KQkq - 0 3,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
6,exd5,e6d5,rnbqkbnr/ppp2ppp/8/3p4/5P2/8/PPPP2PP/RNBQKBNR w KQkq - 0 4,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
7,Nf3,g1f3,rnbqkbnr/ppp2ppp/8/3p4/5P2/5N2/PPPP2PP/RNBQKB1R b KQkq - 1 4,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
8,Nf6,g8f6,rnbqkb1r/ppp2ppp/5n2/3p4/5P2/5N2/PPPP2PP/RNBQKB1R w KQkq - 2 5,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
9,Bb5+,f1b5,rnbqkb1r/ppp2ppp/5n2/1B1p4/5P2/5N2/PPPP2PP/RNBQK2R b KQkq - 3 5,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
10,Bd7,c8d7,rn1qkb1r/pppb1ppp/5n2/1B1p4/5P2/5N2/PPPP2PP/RNBQK2R w KQkq - 4 6,It's known that in French Defence Black white squared bishop is not good so changing is good for black even in such non-french position
