N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,Chasing your queen around the board to develop my pieces.
2,d5,d7d5,rnbqkbnr/ppp1pppp/8/3p4/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,Chasing your queen around the board to develop my pieces.
3,exd5,e4d5,rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,Chasing your queen around the board to develop my pieces.
4,Qxd5,d8d5,rnb1kbnr/ppp1pppp/8/3q4/8/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3,Chasing your queen around the board to develop my pieces.
5,Nc3,b1c3,rnb1kbnr/ppp1pppp/8/3q4/8/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 3,Chasing your queen around the board to develop my pieces.
6,Qc5,d5c5,rnb1kbnr/ppp1pppp/8/2q5/8/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 4,Chasing your queen around the board to develop my pieces.
7,d4,d2d4,rnb1kbnr/ppp1pppp/8/2q5/3P4/2N5/PPP2PPP/R1BQKBNR b KQkq - 0 4,Chasing your queen around the board to develop my pieces.
8,Qf5,c5f5,rnb1kbnr/ppp1pppp/8/5q2/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,Way behind in development now.
9,Bd3,f1d3,rnb1kbnr/ppp1pppp/8/5q2/3P4/2NB4/PPP2PPP/R1BQK1NR b KQkq - 2 5,Way behind in development now.
10,Qd7,f5d7,rnb1kbnr/pppqpppp/8/8/3P4/2NB4/PPP2PPP/R1BQK1NR w KQkq - 3 6,Way behind in development now.
11,Nf3,g1f3,rnb1kbnr/pppqpppp/8/8/3P4/2NB1N2/PPP2PPP/R1BQK2R b KQkq - 4 6,Way behind in development now.
12,g6,g7g6,rnb1kbnr/pppqpp1p/6p1/8/3P4/2NB1N2/PPP2PPP/R1BQK2R w KQkq - 0 7,Way behind in development now.
13,O-O,e1g1,rnb1kbnr/pppqpp1p/6p1/8/3P4/2NB1N2/PPP2PPP/R1BQ1RK1 b kq - 1 7,Black is trying hard to catch up with development now.
14,Nc6,b8c6,r1b1kbnr/pppqpp1p/2n3p1/8/3P4/2NB1N2/PPP2PPP/R1BQ1RK1 w kq - 2 8,Black is trying hard to catch up with development now.
15,Bf4,c1f4,r1b1kbnr/pppqpp1p/2n3p1/8/3P1B2/2NB1N2/PPP2PPP/R2Q1RK1 b kq - 3 8,Setting up for a possible Queen trap that I learned from Kasparov vs Letterman.
16,Nf6,g8f6,r1b1kb1r/pppqpp1p/2n2np1/8/3P1B2/2NB1N2/PPP2PPP/R2Q1RK1 w kq - 4 9,Setting up for a possible Queen trap that I learned from Kasparov vs Letterman.
17,Nb5,c3b5,r1b1kb1r/pppqpp1p/2n2np1/1N6/3P1B2/3B1N2/PPP2PPP/R2Q1RK1 b kq - 5 9,Setting up for a possible Queen trap that I learned from Kasparov vs Letterman.
18,Nd5,f6d5,r1b1kb1r/pppqpp1p/2n3p1/1N1n4/3P1B2/3B1N2/PPP2PPP/R2Q1RK1 w kq - 6 10,You didn't go for it.
19,Ne5,f3e5,r1b1kb1r/pppqpp1p/2n3p1/1N1nN3/3P1B2/3B4/PPP2PPP/R2Q1RK1 b kq - 7 10,"I hope you plan to castle Queenside, because moving your rook means you can't castle Kingside now. I know that too now, which makes it easier to plan attacks on the Queenside."
20,Nxe5,c6e5,r1b1kb1r/pppqpp1p/6p1/1N1nn3/3P1B2/3B4/PPP2PPP/R2Q1RK1 w kq - 0 11,"I hope you plan to castle Queenside, because moving your rook means you can't castle Kingside now. I know that too now, which makes it easier to plan attacks on the Queenside."
21,Bxe5,f4e5,r1b1kb1r/pppqpp1p/6p1/1N1nB3/3P4/3B4/PPP2PPP/R2Q1RK1 b kq - 0 11,"I hope you plan to castle Queenside, because moving your rook means you can't castle Kingside now. I know that too now, which makes it easier to plan attacks on the Queenside."
22,Rg8,h8g8,r1b1kbr1/pppqpp1p/6p1/1N1nB3/3P4/3B4/PPP2PPP/R2Q1RK1 w q - 1 12,"I hope you plan to castle Queenside, because moving your rook means you can't castle Kingside now. I know that too now, which makes it easier to plan attacks on the Queenside."
23,Bc4,d3c4,r1b1kbr1/pppqpp1p/6p1/1N1nB3/2BP4/8/PPP2PPP/R2Q1RK1 b q - 2 12,Keepin' up the heat.
24,b6,b7b6,r1b1kbr1/p1pqpp1p/1p4p1/1N1nB3/2BP4/8/PPP2PPP/R2Q1RK1 w q - 0 13,You missed the incoming combo. In fact this move makes it worse.
25,Bxd5,c4d5,r1b1kbr1/p1pqpp1p/1p4p1/1N1BB3/3P4/8/PPP2PPP/R2Q1RK1 b q - 0 13,"Any way you chalk it up, you're about to lose a lot of material."
26,Qxb5,d7b5,r1b1kbr1/p1p1pp1p/1p4p1/1q1BB3/3P4/8/PPP2PPP/R2Q1RK1 w q - 0 14,"Why didn't I defend my Bishop? I don't remember. Was I sacrificing it for a mate solution in my head? I can't find that now, for all I know I've left him to die."
27,Bxa8,d5a8,B1b1kbr1/p1p1pp1p/1p4p1/1q2B3/3P4/8/PPP2PPP/R2Q1RK1 b - - 0 14,"Why didn't I defend my Bishop? I don't remember. Was I sacrificing it for a mate solution in my head? I can't find that now, for all I know I've left him to die."
28,c5,c7c5,B1b1kbr1/p3pp1p/1p4p1/1qp1B3/3P4/8/PPP2PPP/R2Q1RK1 w - - 0 15,"Why didn't I defend my Bishop? I don't remember. Was I sacrificing it for a mate solution in my head? I can't find that now, for all I know I've left him to die."
29,dxc5,d4c5,B1b1kbr1/p3pp1p/1p4p1/1qP1B3/8/8/PPP2PPP/R2Q1RK1 b - - 0 15,"Why didn't I defend my Bishop? I don't remember. Was I sacrificing it for a mate solution in my head? I can't find that now, for all I know I've left him to die."
