N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,e4,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,a normal opening
2,c5,c7c5,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,i stop his pawns path
3,Bc4,f1c4,rnbqkbnr/pp1ppppp/8/2p5/2B1P3/8/PPPP1PPP/RNBQK1NR b KQkq - 1 2,i stop his pawns path
4,e5,e7e5,rnbqkbnr/pp1p1ppp/8/2p1p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 0 3,i attack his pawn
5,Nf3,g1f3,rnbqkbnr/pp1p1ppp/8/2p1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 1 3,i attack his pawn
6,d6,d7d6,rnbqkbnr/pp3ppp/3p4/2p1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,bring out my other knight
7,Nc3,b1c3,rnbqkbnr/pp3ppp/3p4/2p1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 1 4,bring out my other knight
8,Nc6,b8c6,r1bqkbnr/pp3ppp/2np4/2p1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 2 5,move my king to safty
9,O-O,e1g1,r1bqkbnr/pp3ppp/2np4/2p1p3/2B1P3/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 5,move my king to safty
10,Nd4,c6d4,r1bqkbnr/pp3ppp/3p4/2p1p3/2BnP3/2N2N2/PPPP1PPP/R1BQ1RK1 w kq - 4 6,open my bishop's line
11,d3,d2d3,r1bqkbnr/pp3ppp/3p4/2p1p3/2BnP3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 0 6,open my bishop's line
12,Bg4,c8g4,r2qkbnr/pp3ppp/3p4/2p1p3/2BnP1b1/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 1 7,queen sacrifice
13,Nxe5,f3e5,r2qkbnr/pp3ppp/3p4/2p1N3/2BnP1b1/2NP4/PPP2PPP/R1BQ1RK1 b kq - 0 7,queen sacrifice
14,Bxd1,g4d1,r2qkbnr/pp3ppp/3p4/2p1N3/2BnP3/2NP4/PPP2PPP/R1Bb1RK1 w kq - 0 8,check
15,Bxf7+,c4f7,r2qkbnr/pp3Bpp/3p4/2p1N3/3nP3/2NP4/PPP2PPP/R1Bb1RK1 b kq - 0 8,check
16,Ke7,e8e7,r2q1bnr/pp2kBpp/3p4/2p1N3/3nP3/2NP4/PPP2PPP/R1Bb1RK1 w - - 1 9,checkmate
17,Nd5#,c3d5,r2q1bnr/pp2kBpp/3p4/2pNN3/3nP3/3P4/PPP2PPP/R1Bb1RK1 b - - 2 9,checkmate
