N_move,Standard_notation,UCI_notation,FEN_notation,Comment
1,c4,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,Planning to play the English
2,Nf6,g8f6,rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq - 1 2,Solid
3,Nc3,b1c3,rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq - 2 2,Solid
4,g6,g7g6,rnbqkb1r/pppppp1p/5np1/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq - 0 3,Solid
5,g3,g2g3,rnbqkb1r/pppppp1p/5np1/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq - 0 3,All standard so far
6,Bg7,f8g7,rnbqk2r/ppppppbp/5np1/8/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq - 1 4,All standard so far
7,Bg2,f1g2,rnbqk2r/ppppppbp/5np1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR b KQkq - 2 4,All standard so far
8,O-O,e8g8,rnbq1rk1/ppppppbp/5np1/8/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQ - 3 5,All standard so far
9,e4,e2e4,rnbq1rk1/ppppppbp/5np1/8/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR b KQ - 0 5,Planning e5 or d4.
10,d6,d7d6,rnbq1rk1/ppp1ppbp/3p1np1/8/2P1P3/2N3P1/PP1P1PBP/R1BQK1NR w KQ - 0 6,Stopping my e5 move :P
11,Nge2,g1e2,rnbq1rk1/ppp1ppbp/3p1np1/8/2P1P3/2N3P1/PP1PNPBP/R1BQK2R b KQ - 1 6,He's got a good outpost for his knight: d4
12,c5,c7c5,rnbq1rk1/pp2ppbp/3p1np1/2p5/2P1P3/2N3P1/PP1PNPBP/R1BQK2R w KQ - 0 7,He's got a good outpost for his knight: d4
13,O-O,e1g1,rnbq1rk1/pp2ppbp/3p1np1/2p5/2P1P3/2N3P1/PP1PNPBP/R1BQ1RK1 b - - 1 7,He's got a good outpost for his knight: d4
14,Nc6,b8c6,r1bq1rk1/pp2ppbp/2np1np1/2p5/2P1P3/2N3P1/PP1PNPBP/R1BQ1RK1 w - - 2 8,He's got a good outpost for his knight: d4
15,d3,d2d3,r1bq1rk1/pp2ppbp/2np1np1/2p5/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 b - - 0 8,Not sure what that was all about
16,a6,a7a6,r1bq1rk1/1p2ppbp/p1np1np1/2p5/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w - - 0 9,Not sure what that was all about
